### SHEET: Main
B2	Name
CON levels are reduced to 0 and you can't gain CON. You can't die from having a 0 CON. Regen Mod is reduced to 0 and you can't raise it higher. +300 Stamina Mod.
D15	-[]
F15	-[]
A16	Unnatural Existence
B16	[None]
You do not need to eat, drink, or sleep. You don't lose Fortitude from a lack of any of these things.
D16	[CON +5]
You do not need to eat, drink, breathe, or sleep and are immune to all non-magical poisons and diseases. You don't lose Fortitude from a lack of any of these things.
F16	[Immortal Life Span]
You do not need to eat, drink, breathe, or sleep and are immune to all non-magical poisons and diseases. You don't lose Fortitude from a lack of any of these things. The only way you can die is if your head is destroyed.
A17	Voice of the Esther
B17	[None]
You are connected to everything around you, the elements speak to you, and let know you what is happening around you at all times.  You cannot be caught unaware.  Any trap/hidden object, creature, or person is known to you.
D17	-[]
F17	-[]
A18	Leyline of Ascalia
B18	[Special]
There is a surplus of Mana to draw from this realm. Whenever anyone draws upon this leyline it gives 1d20 worth of mana to be used immedietly. The Mana given then goes down one tier of dice. It goes back up one tier everyday.
D18	-[]
F18	-[]
A19	Iron Mind
B19	[None]
Your memory cannot be changed or altered by any outside force. You can vividly relive moments from your past and remember details you may not have conciously remembered.
D19	-[]
F19	-[]
A20	Impossible Luck
B20	[None]
+1 Mod to all Basic Skills
D20	-[]
F20	-[]
A21	Esther Locked
B21	[None]
Magic that targets you automatically fails
D21	-[]
F21	-[]
### SHEET: Negative
A1	Allergic to (X)
B1	[None]
When you are within 30 feet of X you take 5 Stamina damage every turn (6 Seconds).
D1	[Subsequent Earning]
When you are within 30 feet of X you take 5 Stamina damage every turn (6 Seconds) and +2 DR to every roll.
F1	[Subsequent Earning]
When you are within 30 feet of X you take 5 Stamina damage every turn (6 Seconds) and +2 DR to every roll. If X touches you it causes immediate Death.
A2	Bad Blood with (X)
B2	[None]
The person or group doesn't trust you. +2 DR to all checks involved with influencing that person or group.
D2	[Subsequent Earning]
The person or group hates you. +4 DR to all checks involved with influencing that person or group, and they will be strongly urged to attack you and your party if they notice you.
F2	[Subsequent Earning]
You can't use social skills against this person or group and they will most certainly attack you on sight.
A3	Bane (X)
B3	[None]
When you are within 100 feet of X all your skill rolls get a -5 mod and you lose 5 Fortitude every turn (6 Seconds).
D3	-[]
F3	-[]
A4	Broken Heart
B4	[Heart is Taken by (X) X Dies]
Add +2 DR to all Skill Checks you perform. If the GM allows, you may replace this Exploit with a Level in Emotional Scars Exploit after some time has passed.
D4	-[]
F4	-[]
A5	Emotional Baggage
B5	[None]
The horrors of your past are hard to let go. Strain reduction from sleep is halved rounded down.
D5	-[]
F5	-[]
A6	Emotional Scars
B6	[Replaces Emotional Baggage]
Whatever happend to you left so much damage that when vulnerable you can't help but dwelling on your past wounds.  Strain reduction from sleep is halved rounded down and when Distressed double all Strain acquired.
D6	-[]
F6	-[]
A7	Emotional Torment
B7	[Replaces Emotional Scars]
The pain is so bad that death is probably welcomed. Strain isn't reduced from sleep. When Distressed, double all Strain acquired.You may not attempt to defy death.
D7	-[]
F7	-[]
A8	Heart is Taken by (X)
B8	[None]
Strain does not reduce from intimate enounters unless it is with the person who has taken your heart. If you are away from this person for more than a month then you'll receive 4 Strain at the end of every session until you see them again. If 
D8	-[]
F8	-[]
A9	I'm Awkward
B9	[None]
Social ineptness is often a sign of a genius but it also means social situations are extremely taxing and hard to understand.
Social Perception, and Social Skills cannot be purchased with karma; if you attempt to increase them with a training 
D9	-[]
F9	-[]
A10	Impaired Taste
B10	[None]
Eating doesn't restore Fortitude
D10	-[]
F10	-[]
A11	Karma is a Bitch
B11	[None]
Remove 1 Karma at the end of each session. This removal does not increase your KV. (This can take you into negative Karma)
D11	-[]
F11	-[]
A12	Over-Thinker
B12	[None]
Exerting INT governed skill checks results in double the Strain.
D12	-[]
F12	-[]
A13	Silver Spoon
B13	[None]
You are not used to getting your hands dirty or being uncomfortable. You lose double Fortitude whenever you Exert a Skill Check.
D13	-[]
F13	-[]
A14	Stagnant Vitality
B14	[None]
Your Heal Rate is always effectively 0. You don't recover Fortitude from Sleeping.
D14	-[]
F14	-[]
A15	Static
B15	[None]
All attributes are set to 2 and can't be changed by Roots, Branches, Blossoms, or Thorns
D15	-[]
F15	-[]
A16	Strange Vibrations
B16	[None]
You can't use, resist, or gain any positive benefits from magic.
D16	-[]
F16	-[]
A17	Strange Vibrations (Partial Supression)
B17	[None]
It is easier to cast negative spell targeting you and harder for possitive. -5 DR to negative spells targeting you. +5 DR to possitive spells targeting you.
D17	-[]
F17	-[]
A18	Teetotaler
B18	[None]
You won't drink alcohol willingly. Drinking Alcohol doesn't restore Fortitude.
D18	-[]
F18	-[]
A19	That's Mine!
B19	[None]
If you give something away you take strain equal to the value of the object/100.
D19	-[]
F19	-[]
A20	Weak Weave Connection
B20	[None]
You may only Raw Cast Empowered Spells and lower (<30 DR). Woven Spells are unaffected.
D20	-[]
F20	-[]
### SHEET: Racial
A1	#REF!
B1	#REF!
C1	#REF!
D1	#REF!
E1	#REF!
F1	#REF!
G1	#REF!
